magic	version	structure	wire_size	field	type	offset_lp64	offset_ilp32
0x2160	sysstat-4.1.4	stats_net_dev	136	rx_fifo_errors	CULong	96	96
0x2160	sysstat-4.1.4	stats_net_dev	136	tx_fifo_errors	CULong	104	104
0x2160	sysstat-4.1.4	stats_net_dev	136	rx_frame_errors	CULong	112	112
0x2160	sysstat-4.1.4	stats_net_dev	136	tx_carrier_errors	CULong	120	120
0x2160	sysstat-4.1.4	stats_net_dev	136	interface	Bytes(7)	128	128
0x2160	sysstat-4.1.4	stats_irq_cpu	8	interrupt	U32	0	0
0x2160	sysstat-4.1.4	stats_irq_cpu	8	irq	U32	4	4
0x2160	sysstat-4.1.4	disk_stats	16	major	U32	0	0
0x2160	sysstat-4.1.4	disk_stats	16	index	U32	4	4
0x2160	sysstat-4.1.4	disk_stats	16	dk_drive	U32	8	8
0x2160	sysstat-4.1.4	disk_stats	16	dk_drive_rwblk	U32	12	12
0x2161	sysstat-4.1.5	file_hdr	240	sa_actflag	U32	0	0
0x2161	sysstat-4.1.5	file_hdr	240	sa_magic	U16	4	4
0x2161	sysstat-4.1.5	file_hdr	240	sa_st_size	U16	6	6
0x2161	sysstat-4.1.5	file_hdr	240	sa_nr_pid	U32	8	8
0x2161	sysstat-4.1.5	file_hdr	240	sa_irqcpu	U32	12	12
0x2161	sysstat-4.1.5	file_hdr	240	sa_ust_time	CULong	16	16
0x2161	sysstat-4.1.5	file_hdr	240	sa_nr_disk	U32	24	24
0x2161	sysstat-4.1.5	file_hdr	240	sa_proc	U32	28	28
0x2161	sysstat-4.1.5	file_hdr	240	sa_serial	U32	32	32
0x2161	sysstat-4.1.5	file_hdr	240	sa_iface	U32	36	36
0x2161	sysstat-4.1.5	file_hdr	240	sa_day	U8	40	40
0x2161	sysstat-4.1.5	file_hdr	240	sa_month	U8	41	41
0x2161	sysstat-4.1.5	file_hdr	240	sa_year	U8	42	42
0x2161	sysstat-4.1.5	file_hdr	240	sa_sysname	Bytes(65)	43	43
0x2161	sysstat-4.1.5	file_hdr	240	sa_nodename	Bytes(65)	108	108
0x2161	sysstat-4.1.5	file_hdr	240	sa_release	Bytes(65)	173	173
0x2161	sysstat-4.1.5	file_stats	264	record_type	U8	0	0
0x2161	sysstat-4.1.5	file_stats	264	hour	U8	1	1
0x2161	sysstat-4.1.5	file_stats	264	minute	U8	2	2
0x2161	sysstat-4.1.5	file_stats	264	second	U8	3	3
0x2161	sysstat-4.1.5	file_stats	264	nr_processes	U32	4	4
0x2161	sysstat-4.1.5	file_stats	264	ust_time	CULong	8	8
0x2161	sysstat-4.1.5	file_stats	264	uptime	CULong	16	16
0x2161	sysstat-4.1.5	file_stats	264	processes	CULong	24	24
0x2161	sysstat-4.1.5	file_stats	264	context_swtch	U32	32	32
0x2161	sysstat-4.1.5	file_stats	264	cpu_user	U32	36	36
0x2161	sysstat-4.1.5	file_stats	264	cpu_nice	U32	40	40
0x2161	sysstat-4.1.5	file_stats	264	cpu_system	U32	44	44
0x2161	sysstat-4.1.5	file_stats	264	cpu_idle	CULong	48	48
0x2161	sysstat-4.1.5	file_stats	264	cpu_iowait	CULong	56	56
0x2161	sysstat-4.1.5	file_stats	264	irq_sum	U32	64	64
0x2161	sysstat-4.1.5	file_stats	264	pgpgin	U32	68	68
0x2161	sysstat-4.1.5	file_stats	264	pgpgout	U32	72	72
0x2161	sysstat-4.1.5	file_stats	264	pswpin	U32	76	76
0x2161	sysstat-4.1.5	file_stats	264	pswpout	U32	80	80
0x2161	sysstat-4.1.5	file_stats	264	dk_drive	U32	84	84
0x2161	sysstat-4.1.5	file_stats	264	dk_drive_rio	U32	88	88
0x2161	sysstat-4.1.5	file_stats	264	dk_drive_wio	U32	92	92
0x2161	sysstat-4.1.5	file_stats	264	dk_drive_rblk	U32	96	96
0x2161	sysstat-4.1.5	file_stats	264	dk_drive_wblk	U32	100	100
0x2161	sysstat-4.1.5	file_stats	264	frmkb	CULong	104	104
0x2161	sysstat-4.1.5	file_stats	264	shmkb	CULong	112	112
0x2161	sysstat-4.1.5	file_stats	264	bufkb	CULong	120	120
0x2161	sysstat-4.1.5	file_stats	264	camkb	CULong	128	128
0x2161	sysstat-4.1.5	file_stats	264	tlmkb	CULong	136	136
0x2161	sysstat-4.1.5	file_stats	264	frskb	CULong	144	144
0x2161	sysstat-4.1.5	file_stats	264	tlskb	CULong	152	152
0x2161	sysstat-4.1.5	file_stats	264	dentry_stat	U32	160	160
0x2161	sysstat-4.1.5	file_stats	264	file_used	U32	164	164
0x2161	sysstat-4.1.5	file_stats	264	file_max	U32	168	168
0x2161	sysstat-4.1.5	file_stats	264	inode_used	U32	172	172
0x2161	sysstat-4.1.5	file_stats	264	super_used	U32	176	176
0x2161	sysstat-4.1.5	file_stats	264	super_max	U32	180	180
0x2161	sysstat-4.1.5	file_stats	264	dquot_used	U32	184	184
0x2161	sysstat-4.1.5	file_stats	264	dquot_max	U32	188	188
0x2161	sysstat-4.1.5	file_stats	264	rtsig_queued	U32	192	192
0x2161	sysstat-4.1.5	file_stats	264	rtsig_max	U32	196	196
0x2161	sysstat-4.1.5	file_stats	264	sock_inuse	U32	200	200
0x2161	sysstat-4.1.5	file_stats	264	tcp_inuse	U32	204	204
0x2161	sysstat-4.1.5	file_stats	264	udp_inuse	U32	208	208
0x2161	sysstat-4.1.5	file_stats	264	raw_inuse	U32	212	212
0x2161	sysstat-4.1.5	file_stats	264	frag_inuse	U32	216	216
0x2161	sysstat-4.1.5	file_stats	264	nr_active_pages	U32	220	220
0x2161	sysstat-4.1.5	file_stats	264	nr_inactive_dirty_pages	U32	224	224
0x2161	sysstat-4.1.5	file_stats	264	nr_inactive_clean_pages	U32	228	228
0x2161	sysstat-4.1.5	file_stats	264	inactive_target	CULong	232	232
0x2161	sysstat-4.1.5	file_stats	264	load_avg_1	U32	240	240
0x2161	sysstat-4.1.5	file_stats	264	load_avg_5	U32	244	244
0x2161	sysstat-4.1.5	file_stats	264	load_avg_15	U32	248	248
0x2161	sysstat-4.1.5	file_stats	264	nr_running	U32	252	252
0x2161	sysstat-4.1.5	file_stats	264	nr_threads	U32	256	256
0x2161	sysstat-4.1.5	stats_one_cpu	32	per_cpu_idle	CULong	0	0
0x2161	sysstat-4.1.5	stats_one_cpu	32	per_cpu_iowait	CULong	8	8
0x2161	sysstat-4.1.5	stats_one_cpu	32	per_cpu_user	U32	16	16
0x2161	sysstat-4.1.5	stats_one_cpu	32	per_cpu_nice	U32	20	20
0x2161	sysstat-4.1.5	stats_one_cpu	32	per_cpu_system	U32	24	24
0x2161	sysstat-4.1.5	stats_serial	16	rx	U32	0	0
0x2161	sysstat-4.1.5	stats_serial	16	tx	U32	4	4
0x2161	sysstat-4.1.5	stats_serial	16	line	U32	8	8
0x2161	sysstat-4.1.5	stats_net_dev	136	rx_packets	CULong	0	0
0x2161	sysstat-4.1.5	stats_net_dev	136	tx_packets	CULong	8	8
0x2161	sysstat-4.1.5	stats_net_dev	136	rx_bytes	CULong	16	16
0x2161	sysstat-4.1.5	stats_net_dev	136	tx_bytes	CULong	24	24
0x2161	sysstat-4.1.5	stats_net_dev	136	rx_compressed	CULong	32	32
0x2161	sysstat-4.1.5	stats_net_dev	136	tx_compressed	CULong	40	40
0x2161	sysstat-4.1.5	stats_net_dev	136	multicast	CULong	48	48
0x2161	sysstat-4.1.5	stats_net_dev	136	collisions	CULong	56	56
0x2161	sysstat-4.1.5	stats_net_dev	136	rx_errors	CULong	64	64
0x2161	sysstat-4.1.5	stats_net_dev	136	tx_errors	CULong	72	72
0x2161	sysstat-4.1.5	stats_net_dev	136	rx_dropped	CULong	80	80
0x2161	sysstat-4.1.5	stats_net_dev	136	tx_dropped	CULong	88	88
0x2161	sysstat-4.1.5	stats_net_dev	136	rx_fifo_errors	CULong	96	96
0x2161	sysstat-4.1.5	stats_net_dev	136	tx_fifo_errors	CULong	104	104
0x2161	sysstat-4.1.5	stats_net_dev	136	rx_frame_errors	CULong	112	112
0x2161	sysstat-4.1.5	stats_net_dev	136	tx_carrier_errors	CULong	120	120
0x2161	sysstat-4.1.5	stats_net_dev	136	interface	Bytes(7)	128	128
0x2161	sysstat-4.1.5	stats_irq_cpu	8	interrupt	U32	0	0
0x2161	sysstat-4.1.5	stats_irq_cpu	8	irq	U32	4	4
0x2161	sysstat-4.1.5	disk_stats	16	major	U32	0	0
0x2161	sysstat-4.1.5	disk_stats	16	index	U32	4	4
0x2161	sysstat-4.1.5	disk_stats	16	dk_drive	U32	8	8
0x2161	sysstat-4.1.5	disk_stats	16	dk_drive_rwblk	U32	12	12
0x2162	sysstat-4.1.6	file_hdr	240	sa_actflag	U32	0	0
0x2162	sysstat-4.1.6	file_hdr	240	sa_magic	U16	4	4
0x2162	sysstat-4.1.6	file_hdr	240	sa_st_size	U16	6	6
0x2162	sysstat-4.1.6	file_hdr	240	sa_nr_pid	U32	8	8
0x2162	sysstat-4.1.6	file_hdr	240	sa_irqcpu	U32	12	12
0x2162	sysstat-4.1.6	file_hdr	240	sa_ust_time	CULong	16	16
0x2162	sysstat-4.1.6	file_hdr	240	sa_nr_disk	U32	24	24
0x2162	sysstat-4.1.6	file_hdr	240	sa_proc	U32	28	28
0x2162	sysstat-4.1.6	file_hdr	240	sa_serial	U32	32	32
0x2162	sysstat-4.1.6	file_hdr	240	sa_iface	U32	36	36
0x2162	sysstat-4.1.6	file_hdr	240	sa_day	U8	40	40
0x2162	sysstat-4.1.6	file_hdr	240	sa_month	U8	41	41
0x2162	sysstat-4.1.6	file_hdr	240	sa_year	U8	42	42
0x2162	sysstat-4.1.6	file_hdr	240	sa_sysname	Bytes(65)	43	43
0x2162	sysstat-4.1.6	file_hdr	240	sa_nodename	Bytes(65)	108	108
0x2162	sysstat-4.1.6	file_hdr	240	sa_release	Bytes(65)	173	173
0x2162	sysstat-4.1.6	file_stats	272	record_type	U8	0	0
0x2162	sysstat-4.1.6	file_stats	272	hour	U8	1	1
0x2162	sysstat-4.1.6	file_stats	272	minute	U8	2	2
0x2162	sysstat-4.1.6	file_stats	272	second	U8	3	3
0x2162	sysstat-4.1.6	file_stats	272	nr_processes	U32	4	4
0x2162	sysstat-4.1.6	file_stats	272	ust_time	CULong	8	8
0x2162	sysstat-4.1.6	file_stats	272	uptime	CULong	16	16
0x2162	sysstat-4.1.6	file_stats	272	uptime0	CULong	24	24
0x2162	sysstat-4.1.6	file_stats	272	processes	CULong	32	32
0x2162	sysstat-4.1.6	file_stats	272	context_swtch	U32	40	40
0x2162	sysstat-4.1.6	file_stats	272	cpu_user	U32	44	44
0x2162	sysstat-4.1.6	file_stats	272	cpu_nice	U32	48	48
0x2162	sysstat-4.1.6	file_stats	272	cpu_system	U32	52	52
0x2162	sysstat-4.1.6	file_stats	272	cpu_idle	CULong	56	56
0x2162	sysstat-4.1.6	file_stats	272	cpu_iowait	CULong	64	64
0x2162	sysstat-4.1.6	file_stats	272	irq_sum	U32	72	72
0x2162	sysstat-4.1.6	file_stats	272	pgpgin	U32	76	76
0x2162	sysstat-4.1.6	file_stats	272	pgpgout	U32	80	80
0x2162	sysstat-4.1.6	file_stats	272	pswpin	U32	84	84
0x2162	sysstat-4.1.6	file_stats	272	pswpout	U32	88	88
0x2162	sysstat-4.1.6	file_stats	272	dk_drive	U32	92	92
0x2162	sysstat-4.1.6	file_stats	272	dk_drive_rio	U32	96	96
0x2162	sysstat-4.1.6	file_stats	272	dk_drive_wio	U32	100	100
0x2162	sysstat-4.1.6	file_stats	272	dk_drive_rblk	U32	104	104
0x2162	sysstat-4.1.6	file_stats	272	dk_drive_wblk	U32	108	108
0x2162	sysstat-4.1.6	file_stats	272	frmkb	CULong	112	112
0x2162	sysstat-4.1.6	file_stats	272	shmkb	CULong	120	120
0x2162	sysstat-4.1.6	file_stats	272	bufkb	CULong	128	128
0x2162	sysstat-4.1.6	file_stats	272	camkb	CULong	136	136
0x2162	sysstat-4.1.6	file_stats	272	tlmkb	CULong	144	144
0x2162	sysstat-4.1.6	file_stats	272	frskb	CULong	152	152
0x2162	sysstat-4.1.6	file_stats	272	tlskb	CULong	160	160
0x2162	sysstat-4.1.6	file_stats	272	dentry_stat	U32	168	168
0x2162	sysstat-4.1.6	file_stats	272	file_used	U32	172	172
0x2162	sysstat-4.1.6	file_stats	272	file_max	U32	176	176
0x2162	sysstat-4.1.6	file_stats	272	inode_used	U32	180	180
0x2162	sysstat-4.1.6	file_stats	272	super_used	U32	184	184
0x2162	sysstat-4.1.6	file_stats	272	super_max	U32	188	188
0x2162	sysstat-4.1.6	file_stats	272	dquot_used	U32	192	192
0x2162	sysstat-4.1.6	file_stats	272	dquot_max	U32	196	196
0x2162	sysstat-4.1.6	file_stats	272	rtsig_queued	U32	200	200
0x2162	sysstat-4.1.6	file_stats	272	rtsig_max	U32	204	204
0x2162	sysstat-4.1.6	file_stats	272	sock_inuse	U32	208	208
0x2162	sysstat-4.1.6	file_stats	272	tcp_inuse	U32	212	212
0x2162	sysstat-4.1.6	file_stats	272	udp_inuse	U32	216	216
0x2162	sysstat-4.1.6	file_stats	272	raw_inuse	U32	220	220
0x2162	sysstat-4.1.6	file_stats	272	frag_inuse	U32	224	224
0x2162	sysstat-4.1.6	file_stats	272	nr_active_pages	U32	228	228
0x2162	sysstat-4.1.6	file_stats	272	nr_inactive_dirty_pages	U32	232	232
0x2162	sysstat-4.1.6	file_stats	272	nr_inactive_clean_pages	U32	236	236
0x2162	sysstat-4.1.6	file_stats	272	inactive_target	CULong	240	240
0x2162	sysstat-4.1.6	file_stats	272	load_avg_1	U32	248	248
0x2162	sysstat-4.1.6	file_stats	272	load_avg_5	U32	252	252
0x2162	sysstat-4.1.6	file_stats	272	load_avg_15	U32	256	256
0x2162	sysstat-4.1.6	file_stats	272	nr_running	U32	260	260
0x2162	sysstat-4.1.6	file_stats	272	nr_threads	U32	264	264
0x2162	sysstat-4.1.6	stats_one_cpu	32	per_cpu_idle	CULong	0	0
0x2162	sysstat-4.1.6	stats_one_cpu	32	per_cpu_iowait	CULong	8	8
0x2162	sysstat-4.1.6	stats_one_cpu	32	per_cpu_user	U32	16	16
0x2162	sysstat-4.1.6	stats_one_cpu	32	per_cpu_nice	U32	20	20
0x2162	sysstat-4.1.6	stats_one_cpu	32	per_cpu_system	U32	24	24
0x2162	sysstat-4.1.6	stats_serial	16	rx	U32	0	0
0x2162	sysstat-4.1.6	stats_serial	16	tx	U32	4	4
0x2162	sysstat-4.1.6	stats_serial	16	line	U32	8	8
0x2162	sysstat-4.1.6	stats_net_dev	136	rx_packets	CULong	0	0
0x2162	sysstat-4.1.6	stats_net_dev	136	tx_packets	CULong	8	8
0x2162	sysstat-4.1.6	stats_net_dev	136	rx_bytes	CULong	16	16
0x2162	sysstat-4.1.6	stats_net_dev	136	tx_bytes	CULong	24	24
0x2162	sysstat-4.1.6	stats_net_dev	136	rx_compressed	CULong	32	32
0x2162	sysstat-4.1.6	stats_net_dev	136	tx_compressed	CULong	40	40
0x2162	sysstat-4.1.6	stats_net_dev	136	multicast	CULong	48	48
0x2162	sysstat-4.1.6	stats_net_dev	136	collisions	CULong	56	56
0x2162	sysstat-4.1.6	stats_net_dev	136	rx_errors	CULong	64	64
0x2162	sysstat-4.1.6	stats_net_dev	136	tx_errors	CULong	72	72
0x2162	sysstat-4.1.6	stats_net_dev	136	rx_dropped	CULong	80	80
0x2162	sysstat-4.1.6	stats_net_dev	136	tx_dropped	CULong	88	88
0x2162	sysstat-4.1.6	stats_net_dev	136	rx_fifo_errors	CULong	96	96
0x2162	sysstat-4.1.6	stats_net_dev	136	tx_fifo_errors	CULong	104	104
0x2162	sysstat-4.1.6	stats_net_dev	136	rx_frame_errors	CULong	112	112
0x2162	sysstat-4.1.6	stats_net_dev	136	tx_carrier_errors	CULong	120	120
0x2162	sysstat-4.1.6	stats_net_dev	136	interface	Bytes(7)	128	128
0x2162	sysstat-4.1.6	stats_irq_cpu	8	interrupt	U32	0	0
0x2162	sysstat-4.1.6	stats_irq_cpu	8	irq	U32	4	4
0x2162	sysstat-4.1.6	disk_stats	16	major	U32	0	0
0x2162	sysstat-4.1.6	disk_stats	16	index	U32	4	4
0x2162	sysstat-4.1.6	disk_stats	16	dk_drive	U32	8	8
0x2162	sysstat-4.1.6	disk_stats	16	dk_drive_rwblk	U32	12	12
0x2163	sysstat-5.0.6	file_hdr	240	sa_actflag	U32	0	0
0x2163	sysstat-5.0.6	file_hdr	240	sa_magic	U16	4	4
0x2163	sysstat-5.0.6	file_hdr	240	sa_st_size	U16	6	6
0x2163	sysstat-5.0.6	file_hdr	240	sa_nr_pid	U32	8	8
0x2163	sysstat-5.0.6	file_hdr	240	sa_irqcpu	U32	12	12
0x2163	sysstat-5.0.6	file_hdr	240	sa_ust_time	CULong	16	16
0x2163	sysstat-5.0.6	file_hdr	240	sa_nr_disk	U32	24	24
0x2163	sysstat-5.0.6	file_hdr	240	sa_proc	U32	28	28
0x2163	sysstat-5.0.6	file_hdr	240	sa_serial	U32	32	32
0x2163	sysstat-5.0.6	file_hdr	240	sa_iface	U32	36	36
0x2163	sysstat-5.0.6	file_hdr	240	sa_day	U8	40	40
0x2163	sysstat-5.0.6	file_hdr	240	sa_month	U8	41	41
0x2163	sysstat-5.0.6	file_hdr	240	sa_year	U8	42	42
0x2163	sysstat-5.0.6	file_hdr	240	sa_sysname	Bytes(65)	43	43
0x2163	sysstat-5.0.6	file_hdr	240	sa_nodename	Bytes(65)	108	108
0x2163	sysstat-5.0.6	file_hdr	240	sa_release	Bytes(65)	173	173
0x2163	sysstat-5.0.6	file_stats	288	record_type	U8	0	0
0x2163	sysstat-5.0.6	file_stats	288	hour	U8	1	1
0x2163	sysstat-5.0.6	file_stats	288	minute	U8	2	2
0x2163	sysstat-5.0.6	file_stats	288	second	U8	3	3
0x2163	sysstat-5.0.6	file_stats	288	nr_processes	U32	4	4
0x2163	sysstat-5.0.6	file_stats	288	ust_time	CULong	8	8
0x2163	sysstat-5.0.6	file_stats	288	uptime	CULong	16	16
0x2163	sysstat-5.0.6	file_stats	288	uptime0	CULong	24	24
0x2163	sysstat-5.0.6	file_stats	288	processes	CULong	32	32
0x2163	sysstat-5.0.6	file_stats	288	context_swtch	U32	40	40
0x2163	sysstat-5.0.6	file_stats	288	cpu_user	U32	44	44
0x2163	sysstat-5.0.6	file_stats	288	cpu_nice	U32	48	48
0x2163	sysstat-5.0.6	file_stats	288	cpu_system	U32	52	52
0x2163	sysstat-5.0.6	file_stats	288	cpu_idle	CULong	56	56
0x2163	sysstat-5.0.6	file_stats	288	cpu_iowait	CULong	64	64
0x2163	sysstat-5.0.6	file_stats	288	irq_sum	CULong	72	72
0x2163	sysstat-5.0.6	file_stats	288	pgpgin	CULong	80	80
0x2163	sysstat-5.0.6	file_stats	288	pgpgout	CULong	88	88
0x2163	sysstat-5.0.6	file_stats	288	pswpin	CULong	96	96
0x2163	sysstat-5.0.6	file_stats	288	pswpout	CULong	104	104
0x2163	sysstat-5.0.6	file_stats	288	dk_drive	U32	112	112
0x2163	sysstat-5.0.6	file_stats	288	dk_drive_rio	U32	116	116
0x2163	sysstat-5.0.6	file_stats	288	dk_drive_wio	U32	120	120
0x2163	sysstat-5.0.6	file_stats	288	dk_drive_rblk	U32	124	124
0x2163	sysstat-5.0.6	file_stats	288	dk_drive_wblk	U32	128	128
0x2163	sysstat-5.0.6	file_stats	288	frmkb	CULong	136	136
0x2163	sysstat-5.0.6	file_stats	288	bufkb	CULong	144	144
0x2163	sysstat-5.0.6	file_stats	288	camkb	CULong	152	152
0x2163	sysstat-5.0.6	file_stats	288	tlmkb	CULong	160	160
0x2163	sysstat-5.0.6	file_stats	288	frskb	CULong	168	168
0x2163	sysstat-5.0.6	file_stats	288	tlskb	CULong	176	176
0x2163	sysstat-5.0.6	file_stats	288	caskb	CULong	184	184
0x2163	sysstat-5.0.6	file_stats	288	file_used	U32	192	192
0x2163	sysstat-5.0.6	file_stats	288	inode_used	U32	196	196
0x2163	sysstat-5.0.6	file_stats	288	super_used	U32	200	200
0x2163	sysstat-5.0.6	file_stats	288	super_max	U32	204	204
0x2163	sysstat-5.0.6	file_stats	288	dquot_used	U32	208	208
0x2163	sysstat-5.0.6	file_stats	288	dquot_max	U32	212	212
0x2163	sysstat-5.0.6	file_stats	288	rtsig_queued	U32	216	216
0x2163	sysstat-5.0.6	file_stats	288	rtsig_max	U32	220	220
0x2163	sysstat-5.0.6	file_stats	288	sock_inuse	U32	224	224
0x2163	sysstat-5.0.6	file_stats	288	tcp_inuse	U32	228	228
0x2163	sysstat-5.0.6	file_stats	288	udp_inuse	U32	232	232
0x2163	sysstat-5.0.6	file_stats	288	raw_inuse	U32	236	236
0x2163	sysstat-5.0.6	file_stats	288	frag_inuse	U32	240	240
0x2163	sysstat-5.0.6	file_stats	288	pgfault	CULong	248	248
0x2163	sysstat-5.0.6	file_stats	288	pgmajfault	CULong	256	256
0x2163	sysstat-5.0.6	file_stats	288	dentry_stat	U32	264	264
0x2163	sysstat-5.0.6	file_stats	288	load_avg_1	U32	268	268
0x2163	sysstat-5.0.6	file_stats	288	load_avg_5	U32	272	272
0x2163	sysstat-5.0.6	file_stats	288	load_avg_15	U32	276	276
0x2163	sysstat-5.0.6	file_stats	288	nr_running	U32	280	280
0x2163	sysstat-5.0.6	file_stats	288	nr_threads	U32	284	284
0x2163	sysstat-5.0.6	stats_one_cpu	32	per_cpu_idle	CULong	0	0
0x2163	sysstat-5.0.6	stats_one_cpu	32	per_cpu_iowait	CULong	8	8
0x2163	sysstat-5.0.6	stats_one_cpu	32	per_cpu_user	U32	16	16
0x2163	sysstat-5.0.6	stats_one_cpu	32	per_cpu_nice	U32	20	20
0x2163	sysstat-5.0.6	stats_one_cpu	32	per_cpu_system	U32	24	24
0x2163	sysstat-5.0.6	stats_serial	16	rx	U32	0	0
0x2163	sysstat-5.0.6	stats_serial	16	tx	U32	4	4
0x2163	sysstat-5.0.6	stats_serial	16	line	U32	8	8
0x2163	sysstat-5.0.6	stats_net_dev	144	rx_packets	CULong	0	0
0x2163	sysstat-5.0.6	stats_net_dev	144	tx_packets	CULong	8	8
0x2163	sysstat-5.0.6	stats_net_dev	144	rx_bytes	CULong	16	16
0x2163	sysstat-5.0.6	stats_net_dev	144	tx_bytes	CULong	24	24
0x2163	sysstat-5.0.6	stats_net_dev	144	rx_compressed	CULong	32	32
0x2163	sysstat-5.0.6	stats_net_dev	144	tx_compressed	CULong	40	40
0x2163	sysstat-5.0.6	stats_net_dev	144	multicast	CULong	48	48
0x2163	sysstat-5.0.6	stats_net_dev	144	collisions	CULong	56	56
0x2163	sysstat-5.0.6	stats_net_dev	144	rx_errors	CULong	64	64
0x2163	sysstat-5.0.6	stats_net_dev	144	tx_errors	CULong	72	72
0x2163	sysstat-5.0.6	stats_net_dev	144	rx_dropped	CULong	80	80
0x2163	sysstat-5.0.6	stats_net_dev	144	tx_dropped	CULong	88	88
0x2163	sysstat-5.0.6	stats_net_dev	144	rx_fifo_errors	CULong	96	96
0x2163	sysstat-5.0.6	stats_net_dev	144	tx_fifo_errors	CULong	104	104
0x2163	sysstat-5.0.6	stats_net_dev	144	rx_frame_errors	CULong	112	112
0x2163	sysstat-5.0.6	stats_net_dev	144	tx_carrier_errors	CULong	120	120
0x2163	sysstat-5.0.6	stats_net_dev	144	interface	Bytes(16)	128	128
0x2163	sysstat-5.0.6	stats_irq_cpu	8	interrupt	U32	0	0
0x2163	sysstat-5.0.6	stats_irq_cpu	8	irq	U32	4	4
0x2163	sysstat-5.0.6	disk_stats	24	major	U32	0	0
0x2163	sysstat-5.0.6	disk_stats	24	index	U32	4	4
0x2163	sysstat-5.0.6	disk_stats	24	nr_ios	U32	8	8
0x2163	sysstat-5.0.6	disk_stats	24	rd_sect	U32	12	12
0x2163	sysstat-5.0.6	disk_stats	24	wr_sect	U32	16	16
0x2164	sysstat-5.1.2	file_hdr	240	sa_ust_time	CULong	0	0
0x2164	sysstat-5.1.2	file_hdr	240	sa_actflag	U32	8	8
0x2164	sysstat-5.1.2	file_hdr	240	sa_nr_pid	U32	12	12
0x2164	sysstat-5.1.2	file_hdr	240	sa_irqcpu	U32	16	16
0x2164	sysstat-5.1.2	file_hdr	240	sa_nr_disk	U32	20	20
0x2164	sysstat-5.1.2	file_hdr	240	sa_proc	U32	24	24
0x2164	sysstat-5.1.2	file_hdr	240	sa_serial	U32	28	28
0x2164	sysstat-5.1.2	file_hdr	240	sa_iface	U32	32	32
0x2164	sysstat-5.1.2	file_hdr	240	sa_magic	U16	36	36
0x2164	sysstat-5.1.2	file_hdr	240	sa_st_size	U16	38	38
0x2164	sysstat-5.1.2	file_hdr	240	sa_day	U8	40	40
0x2164	sysstat-5.1.2	file_hdr	240	sa_month	U8	41	41
0x2164	sysstat-5.1.2	file_hdr	240	sa_year	U8	42	42
0x2164	sysstat-5.1.2	file_hdr	240	sa_sysname	Bytes(65)	43	43
0x2164	sysstat-5.1.2	file_hdr	240	sa_nodename	Bytes(65)	108	108
0x2164	sysstat-5.1.2	file_hdr	240	sa_release	Bytes(65)	173	173
0x2164	sysstat-5.1.2	file_stats	384	uptime	U64	0	0
0x2164	sysstat-5.1.2	file_stats	384	uptime0	U64	16	16
0x2164	sysstat-5.1.2	file_stats	384	context_swtch	U64	32	32
0x2164	sysstat-5.1.2	file_stats	384	cpu_user	U64	48	48
0x2164	sysstat-5.1.2	file_stats	384	cpu_nice	U64	64	64
0x2164	sysstat-5.1.2	file_stats	384	cpu_system	U64	80	80
0x2164	sysstat-5.1.2	file_stats	384	cpu_idle	U64	96	96
0x2164	sysstat-5.1.2	file_stats	384	cpu_iowait	U64	112	112
0x2164	sysstat-5.1.2	file_stats	384	irq_sum	U64	128	128
0x2164	sysstat-5.1.2	file_stats	384	ust_time	CULong	144	144
0x2164	sysstat-5.1.2	file_stats	384	processes	CULong	152	152
0x2164	sysstat-5.1.2	file_stats	384	pgpgin	CULong	160	160
0x2164	sysstat-5.1.2	file_stats	384	pgpgout	CULong	168	168
0x2164	sysstat-5.1.2	file_stats	384	pswpin	CULong	176	176
0x2164	sysstat-5.1.2	file_stats	384	pswpout	CULong	184	184
0x2164	sysstat-5.1.2	file_stats	384	frmkb	CULong	192	192
0x2164	sysstat-5.1.2	file_stats	384	bufkb	CULong	200	200
0x2164	sysstat-5.1.2	file_stats	384	camkb	CULong	208	208
0x2164	sysstat-5.1.2	file_stats	384	tlmkb	CULong	216	216
0x2164	sysstat-5.1.2	file_stats	384	frskb	CULong	224	224
0x2164	sysstat-5.1.2	file_stats	384	tlskb	CULong	232	232
0x2164	sysstat-5.1.2	file_stats	384	caskb	CULong	240	240
0x2164	sysstat-5.1.2	file_stats	384	nr_running	CULong	248	248
0x2164	sysstat-5.1.2	file_stats	384	pgfault	CULong	256	256
0x2164	sysstat-5.1.2	file_stats	384	pgmajfault	CULong	264	264
0x2164	sysstat-5.1.2	file_stats	384	nr_processes	U32	272	272
0x2164	sysstat-5.1.2	file_stats	384	dk_drive	U32	276	276
0x2164	sysstat-5.1.2	file_stats	384	dk_drive_rio	U32	280	280
0x2164	sysstat-5.1.2	file_stats	384	dk_drive_wio	U32	284	284
0x2164	sysstat-5.1.2	file_stats	384	dk_drive_rblk	U32	288	288
0x2164	sysstat-5.1.2	file_stats	384	dk_drive_wblk	U32	292	292
0x2164	sysstat-5.1.2	file_stats	384	file_used	U32	296	296
0x2164	sysstat-5.1.2	file_stats	384	inode_used	U32	300	300
0x2164	sysstat-5.1.2	file_stats	384	super_used	U32	304	304
0x2164	sysstat-5.1.2	file_stats	384	super_max	U32	308	308
0x2164	sysstat-5.1.2	file_stats	384	dquot_used	U32	312	312
0x2164	sysstat-5.1.2	file_stats	384	dquot_max	U32	316	316
