# case	version	url	sha256	git_commit	srpm_member	member_sha256
upstream-11.4.0	11.4.0	https://codeload.github.com/sysstat/sysstat/tar.gz/9751dd2d8e11f38dc8e2753cd90650cfbd55baa2	b6d0fb6d776d866f9ca5574b0d9d85f5130067113d560c271fad52fe317e9c90	9751dd2d8e11f38dc8e2753cd90650cfbd55baa2	-	-
upstream-11.4.1	11.4.1	https://codeload.github.com/sysstat/sysstat/tar.gz/2178636cab28fd0fa90831252350a376952583fa	12b6745a38371ae729481f8591ab8d173a2820ce418603cb2c4c80a286e81d3b	2178636cab28fd0fa90831252350a376952583fa	-	-
upstream-11.4.2	11.4.2	https://codeload.github.com/sysstat/sysstat/tar.gz/3080d388e89c748b6c0324e23112ecc1cfce6f2a	5013461580c835de0ac9dfdb4a9d8670f21fc60b521ed6dea4f815203a435293	3080d388e89c748b6c0324e23112ecc1cfce6f2a	-	-
upstream-11.4.3	11.4.3	https://codeload.github.com/sysstat/sysstat/tar.gz/2925951ba1fbd6679c4d7e41318f8d4ce2562701	c34834eb48a6a2c4445643be38b23ce855ef0e035d746f834859572b4e63b201	2925951ba1fbd6679c4d7e41318f8d4ce2562701	-	-
upstream-11.4.4	11.4.4	https://codeload.github.com/sysstat/sysstat/tar.gz/56be0156772ba46f250437273532c053010cb62d	a5583bc5ade6af485eb9730e68f9dc779b77bcf0ee6fc3a7a4a97f0684f08060	56be0156772ba46f250437273532c053010cb62d	-	-
upstream-11.4.5	11.4.5	https://codeload.github.com/sysstat/sysstat/tar.gz/c127f5d212443cc5d40c8edc68ae769203f8cf8e	2451dd4d20a1bfaaf3c9f4c40fc84dc794755df5cfa9253738975d5cfe6ebe15	c127f5d212443cc5d40c8edc68ae769203f8cf8e	-	-
upstream-11.4.6	11.4.6	https://codeload.github.com/sysstat/sysstat/tar.gz/523c616c79ab9c2a6b861d5e90b1b0b319c3ec4a	392a1d339e6a8c84c640560f228769d994dffd8cb6f45b53625c605928048226	523c616c79ab9c2a6b861d5e90b1b0b319c3ec4a	-	-
upstream-11.4.7	11.4.7	https://codeload.github.com/sysstat/sysstat/tar.gz/882d23c11b506598766ee7109ae6827108fcbf95	72795ce21f982da35df044a482cd293c14a430eaafd18982c009f6168d86b719	882d23c11b506598766ee7109ae6827108fcbf95	-	-
upstream-11.4.8	11.4.8	https://codeload.github.com/sysstat/sysstat/tar.gz/d3b1f35582c5136fe5d70c93fa2dd3e5e964208f	eaf2fd2a066aceccff0637b26e31e7dd11580b5cee29ca89b4202ee70e086e1c	d3b1f35582c5136fe5d70c93fa2dd3e5e964208f	-	-
upstream-11.4.9	11.4.9	https://codeload.github.com/sysstat/sysstat/tar.gz/689dbaca330a22e9df9eaf24038eb0f32284732e	accaf48921450dbbcc16d20d6d6689e2deb0a7b5253ef43eb4879162a39cac74	689dbaca330a22e9df9eaf24038eb0f32284732e	-	-
upstream-11.4.10	11.4.10	https://codeload.github.com/sysstat/sysstat/tar.gz/bed0cb0adb000186c891a6cea51052e0adb47412	055973dd385e6d759adbb9cfab797d5f00493e348b19d5b44a9178b4a554915b	bed0cb0adb000186c891a6cea51052e0adb47412	-	-
upstream-11.4.11	11.4.11	https://codeload.github.com/sysstat/sysstat/tar.gz/c04182cd79e1b605b1feaf4ce6a9ac31a820363c	d1729a51fc5aab72fd41bf1492bc535f35ca3061cdf4927b531818d5204fd2c9	c04182cd79e1b605b1feaf4ce6a9ac31a820363c	-	-
upstream-11.5.1	11.5.1	https://codeload.github.com/sysstat/sysstat/tar.gz/4ac48a22745da1d73a637901e6a36293bcea963e	c881fb3f66832e206a3dc8674f248758b60d8392ebf6fd961c2a749c0a28013b	4ac48a22745da1d73a637901e6a36293bcea963e	-	-
upstream-11.5.2	11.5.2	https://codeload.github.com/sysstat/sysstat/tar.gz/976ab41876ca9e63965f590d85f8465cf9b294f5	309c78dc19d9965bb7ef3d8ee8549f58ce3d2aee5b39d6817c44e44655aa726f	976ab41876ca9e63965f590d85f8465cf9b294f5	-	-
upstream-11.5.3	11.5.3	https://codeload.github.com/sysstat/sysstat/tar.gz/11de344ec3438b5371ee7c6a727427b9e913f411	18be042d6e98de96cba7c42c913a0420ab2abd643e49adf78bfae3e9afb9ad64	11de344ec3438b5371ee7c6a727427b9e913f411	-	-
upstream-11.5.4	11.5.4	https://codeload.github.com/sysstat/sysstat/tar.gz/6e0fbc1e0d54386ec1300801eb092663446a00eb	dd37aa22595f48e8aa5e3f0107e3b75c7335f0a63dbf77ad6d1dce1772952665	6e0fbc1e0d54386ec1300801eb092663446a00eb	-	-
upstream-11.5.5	11.5.5	https://codeload.github.com/sysstat/sysstat/tar.gz/3008e3ad2bceb6e6fc3a92d1633b049dc6b29385	3809d876329c72a7d9a619193d6ce90f4f950a9e6cf133958dc6093ef441172f	3008e3ad2bceb6e6fc3a92d1633b049dc6b29385	-	-
upstream-11.5.6	11.5.6	https://codeload.github.com/sysstat/sysstat/tar.gz/d02886ac3624a5ac32459deac3d94ff3a17a15ba	912bded685c69541390b15b0e2da8a69a78711beac12cd9288d0022ac2434972	d02886ac3624a5ac32459deac3d94ff3a17a15ba	-	-
upstream-11.5.7	11.5.7	https://codeload.github.com/sysstat/sysstat/tar.gz/2b2d41802b8429114179638df5af69c8066d6710	d0f1148a74bd01d61054dda9050e8add95d37936255763456627e18337b555e9	2b2d41802b8429114179638df5af69c8066d6710	-	-
upstream-11.6.0	11.6.0	https://codeload.github.com/sysstat/sysstat/tar.gz/94388af3677e4f0d1c94b3bbd7a3af5b23fd6372	13d94ba89cdef12119c66b94cd0348a3aee160ccd2af3d04b0cb3daf1bd1e200	94388af3677e4f0d1c94b3bbd7a3af5b23fd6372	-	-
upstream-11.6.1	11.6.1	https://codeload.github.com/sysstat/sysstat/tar.gz/9ee67104f72260b0706faf5f20bde9a031cb97a6	d6d07d2038c994dd9453102de165a67fd9451092f8166fcc38a1672d156e4d75	9ee67104f72260b0706faf5f20bde9a031cb97a6	-	-
upstream-11.6.2	11.6.2	https://codeload.github.com/sysstat/sysstat/tar.gz/a0011f11ba4f71f11721dbe0e89e1cb0403db3a5	ff7252b534c99a66a7384926eefc64202b8f68e28e5fa3e5d41fd6708ff228b2	a0011f11ba4f71f11721dbe0e89e1cb0403db3a5	-	-
upstream-11.6.3	11.6.3	https://codeload.github.com/sysstat/sysstat/tar.gz/c460e15cbd614f3685eb0efe3e46bec205893c3a	e5387f748f86ed0c3dcea4f7acfb2785709304e84554ca7f7ed785e77cd7b66d	c460e15cbd614f3685eb0efe3e46bec205893c3a	-	-
upstream-11.6.4	11.6.4	https://codeload.github.com/sysstat/sysstat/tar.gz/6b261b296f6dc4781db6a74673da261770c345af	00f7cd0ff52ed1c6c6ab0d6f961c0ec224cb92736d86fb5e67a2faba982b3b5b	6b261b296f6dc4781db6a74673da261770c345af	-	-
upstream-11.6.5	11.6.5	https://codeload.github.com/sysstat/sysstat/tar.gz/a9c53b9fc456a8a8821fedd2643aeac26db760fd	9c27edd397f1b7f691d429b08de0a1fcb6a8668a976f2e4f67f279a7c1aabdf9	a9c53b9fc456a8a8821fedd2643aeac26db760fd	-	-
upstream-11.6.6	11.6.6	https://codeload.github.com/sysstat/sysstat/tar.gz/1e6e2c3d0866a7569046afedf957a40f7b0e4120	f8da0e469331b9266e5d9a9d560fb9cfb1cfbefd1ec84252554e97bb8eac9df6	1e6e2c3d0866a7569046afedf957a40f7b0e4120	-	-
upstream-11.7.1	11.7.1	https://codeload.github.com/sysstat/sysstat/tar.gz/22a04b03a87c9b63d7404c8e6d4a9f4150722f79	1cd3a917b3bcf0a93e798ae554e8bee30eac1af5970bb5fd5391baa034dfa7df	22a04b03a87c9b63d7404c8e6d4a9f4150722f79	-	-
upstream-11.7.2	11.7.2	https://codeload.github.com/sysstat/sysstat/tar.gz/df0f030de5dda5b7a50b6b3ebfdf84d315846d8e	84a50da27d45e51a86400645fa9be0e38a125188cee90d8f41a240bf3f71447c	df0f030de5dda5b7a50b6b3ebfdf84d315846d8e	-	-
upstream-11.7.3	11.7.3	https://codeload.github.com/sysstat/sysstat/tar.gz/2a15f84080ae92d06a06a92992814bd6a028fdd7	da8485ac060e2bfc3826493716534007b08a6888e1a77b3a63d3c700fd0255a1	2a15f84080ae92d06a06a92992814bd6a028fdd7	-	-
upstream-11.7.4	11.7.4	https://codeload.github.com/sysstat/sysstat/tar.gz/554c9a96e83579502551fda3644329839d70ac7e	4dd639526e16966b9d48fe40329ca3c353506d01ff56b9c810461be0fc9c018c	554c9a96e83579502551fda3644329839d70ac7e	-	-
upstream-12.0.0	12.0.0	https://codeload.github.com/sysstat/sysstat/tar.gz/0db89ae03acfbe31e13ca59e93ac3d3c36776111	ff78558eaa17e6c1959c987e7d3bb244ec8a49ac476ebacc2828001f30017baf	0db89ae03acfbe31e13ca59e93ac3d3c36776111	-	-
upstream-12.0.1	12.0.1	https://codeload.github.com/sysstat/sysstat/tar.gz/22b5c157edeadfc61d65c6871ca86807983ca043	d80985773fd8236d659aaea95e4d75b499997c5994a582fe3663e4a688b34ea6	22b5c157edeadfc61d65c6871ca86807983ca043	-	-
upstream-12.0.2	12.0.2	https://codeload.github.com/sysstat/sysstat/tar.gz/0cf97738371c6050b7e800967ffc43ea9f44ab5b	ad40b5941fac77fd123096dedadae71f56a196e5d8bc2495c7b3689120d25092	0cf97738371c6050b7e800967ffc43ea9f44ab5b	-	-
upstream-12.0.3	12.0.3	https://codeload.github.com/sysstat/sysstat/tar.gz/c1eb06173a1dfc13db3454f00a84600e6cb4e082	8eb7a5b59ce9c8fc7bc598cb9fa7feb1bf4147678fda04a77a3ff707363743dd	c1eb06173a1dfc13db3454f00a84600e6cb4e082	-	-
upstream-12.0.4	12.0.4	https://codeload.github.com/sysstat/sysstat/tar.gz/c0e806d7ca2d924cb6ce9d64a6976b7cc186ad35	07878289e27fafe4d89c43b58cc6ca470bdd486a921f6c4d68c6659148ef2b70	c0e806d7ca2d924cb6ce9d64a6976b7cc186ad35	-	-
upstream-12.0.5	12.0.5	https://codeload.github.com/sysstat/sysstat/tar.gz/3be5f37bc493672ad1c76d8e8e2b811418acffef	7825fd88381d0e33de394dab9248ffe44a9fb726349b31b7f1c07b88b4302720	3be5f37bc493672ad1c76d8e8e2b811418acffef	-	-
upstream-12.0.6	12.0.6	https://codeload.github.com/sysstat/sysstat/tar.gz/1bc9295d81e2b85ef521c058dc980d116f7b550e	b9987be23a860bb255f92aa2f5ef2ae1b21807923488be3be633d90f734789b3	1bc9295d81e2b85ef521c058dc980d116f7b550e	-	-
upstream-12.1.1	12.1.1	https://codeload.github.com/sysstat/sysstat/tar.gz/e7bc3544711b1ae4253b5df6fc34531c6bf5030c	9e400862833c50350686974af1aebffba06846ce58653196fc3c7ccf648caea1	e7bc3544711b1ae4253b5df6fc34531c6bf5030c	-	-
upstream-12.1.2	12.1.2	https://codeload.github.com/sysstat/sysstat/tar.gz/b827bf5e5e7266fce6edd5208cb921c85d1d755e	6e68497ab5ab0b48741d3989689a15e3236818759a8a7131ef856fda2ef777bb	b827bf5e5e7266fce6edd5208cb921c85d1d755e	-	-
upstream-12.1.3	12.1.3	https://codeload.github.com/sysstat/sysstat/tar.gz/681a13ecfb932b354c4500c87b7bc5cde859214e	1733015deb6468c599c1d7ad0e43b1152db151e45161ce6bfdc265ac8403558c	681a13ecfb932b354c4500c87b7bc5cde859214e	-	-
upstream-12.1.4	12.1.4	https://codeload.github.com/sysstat/sysstat/tar.gz/e36727f301fd3ee78acdd1195864d8ec23b5eaeb	6de5ed6ffd526eaf51caeeef49fd1d0f1ec8ba37d27555e9a81a9197c8ab4edf	e36727f301fd3ee78acdd1195864d8ec23b5eaeb	-	-
upstream-12.1.5	12.1.5	https://codeload.github.com/sysstat/sysstat/tar.gz/5f81e09e76e5ff0ddbcf442c73340f6417c121c2	183876f5dcfd85dc9421fb644d04995a784eea42d0e8d4adc00a5d8025177abb	5f81e09e76e5ff0ddbcf442c73340f6417c121c2	-	-
upstream-12.1.6	12.1.6	https://codeload.github.com/sysstat/sysstat/tar.gz/2f49200a8de050fe604e65417fe13d52ce2c22c3	2da051ab20392e81c53e8ccc6375469849022952724e8cd12a285933a7d15a09	2f49200a8de050fe604e65417fe13d52ce2c22c3	-	-
upstream-12.1.7	12.1.7	https://codeload.github.com/sysstat/sysstat/tar.gz/7db96d0b6106d37fd731d3db5baec25a7d83d6d6	e7be8c355d77380dad4b1e7d5f220675fd35117369be275ba3ba1edfb9691385	7db96d0b6106d37fd731d3db5baec25a7d83d6d6	-	-
upstream-12.2.0	12.2.0	https://codeload.github.com/sysstat/sysstat/tar.gz/987942f690c83fc4e5f62cebb68993b5a095f136	2b4edabff60a5412b841f0aba44bd45001e9045d70b13e566520b920cbcda7c1	987942f690c83fc4e5f62cebb68993b5a095f136	-	-
upstream-12.2.1	12.2.1	https://codeload.github.com/sysstat/sysstat/tar.gz/1d90cf918e7046fe43e038aced85d3e28c5f2409	22adc191211c620b9011cf267c5d6082a1db54fe7e4dbbd349837d0a584186f3	1d90cf918e7046fe43e038aced85d3e28c5f2409	-	-
upstream-12.2.2	12.2.2	https://codeload.github.com/sysstat/sysstat/tar.gz/69206aae374582f5ed6e4ba7a296a5d376c187ce	3d16fa59cdbb296c5ee67a0edeabce80da4cc0a23ec21f278c42a36356da5a22	69206aae374582f5ed6e4ba7a296a5d376c187ce	-	-
upstream-12.2.3	12.2.3	https://codeload.github.com/sysstat/sysstat/tar.gz/402935ae9ed8f122a76aab3da4f4de4d280b9b64	6c4fa0df3062dc5d1126b3058f0eb083d54e0e33a0d6514ecdfbe6f68da240bb	402935ae9ed8f122a76aab3da4f4de4d280b9b64	-	-
upstream-12.3.1	12.3.1	https://codeload.github.com/sysstat/sysstat/tar.gz/60e7164b07300a796c943d25f3012ca5a0b67a9c	132133983aa41e5c6a895e0dd142b7a70c6854763d0356e2fcb5dbcd92680d93	60e7164b07300a796c943d25f3012ca5a0b67a9c	-	-
upstream-12.3.2	12.3.2	https://codeload.github.com/sysstat/sysstat/tar.gz/2153a1b829472711f460a3500aa39e9d708223d0	3ba6b3dd3679f1911996acaf48e0c8dd98a15d30dc78aee0d5bebafcfa03864f	2153a1b829472711f460a3500aa39e9d708223d0	-	-
upstream-12.3.3	12.3.3	https://codeload.github.com/sysstat/sysstat/tar.gz/2e46917adcd69c701d498e5c9fdfd0e33f75f6a7	a02d2e833162cdaa9dc95069245d1ffc0d67e94d7904111ddade402ed15a7f68	2e46917adcd69c701d498e5c9fdfd0e33f75f6a7	-	-
upstream-12.4.0	12.4.0	https://codeload.github.com/sysstat/sysstat/tar.gz/26a5665e4eccdf56a686c80b6384dbfce9e97fcf	e61d35acfab62866198ae76b350b73c0e03094d308a00346d838aea3f2003326	26a5665e4eccdf56a686c80b6384dbfce9e97fcf	-	-
upstream-12.4.1	12.4.1	https://codeload.github.com/sysstat/sysstat/tar.gz/9b1dd7428c720a1dbcdbc2fe66462e66ff58a0af	56b09c893ae2c794581cd972472c9c7d2ef42468302d1ff8b004b076d670ffbb	9b1dd7428c720a1dbcdbc2fe66462e66ff58a0af	-	-
upstream-12.4.2	12.4.2	https://codeload.github.com/sysstat/sysstat/tar.gz/b1787f217be67339f0627a2cf0cf38587613bf9e	b7e300398145adcdfc69ad212528e99dc56b2be1bcfe0226445d5f5aa41d2858	b1787f217be67339f0627a2cf0cf38587613bf9e	-	-
upstream-12.4.3	12.4.3	https://codeload.github.com/sysstat/sysstat/tar.gz/cef125fc4dc5f2e3c048e8128fbb3f54e50fe0c3	71d1607f7c814666e289aa304adb047f1d0c1002b91f5afc2258aa404dbd0b40	cef125fc4dc5f2e3c048e8128fbb3f54e50fe0c3	-	-
upstream-12.4.4	12.4.4	https://codeload.github.com/sysstat/sysstat/tar.gz/dc18b8f0706b8f87dd4bfb7fdf9a39087ec1c8af	adb73fefdf564fea76c1af203997aa6d6e221c200704a48f969c3a8b61857b2b	dc18b8f0706b8f87dd4bfb7fdf9a39087ec1c8af	-	-
upstream-12.4.5	12.4.5	https://codeload.github.com/sysstat/sysstat/tar.gz/0382f41ff5cdf8b76bc4428db083ce6de9faefe6	9250604f6ffdfa3cb58ba7184763e6cd7c86f7ef3c915669dcfa30d98524b3a1	0382f41ff5cdf8b76bc4428db083ce6de9faefe6	-	-
upstream-12.5.1	12.5.1	https://codeload.github.com/sysstat/sysstat/tar.gz/fc88a2858c9949ed68f9b2857baa535295ac2cb6	62c2740167d1421580f49a3fdf1f4ced9930bfda7d5413edb64e7a5b196b52db	fc88a2858c9949ed68f9b2857baa535295ac2cb6	-	-
upstream-12.5.2	12.5.2	https://codeload.github.com/sysstat/sysstat/tar.gz/7f80790723fce8a155168a57111ef919bb47b0df	c74e2f62f14c2210ba680afec87ab7d8f8a0caa45603c3af45a831be90317274	7f80790723fce8a155168a57111ef919bb47b0df	-	-
upstream-12.5.3	12.5.3	https://codeload.github.com/sysstat/sysstat/tar.gz/975c166446d84ec88f2159ad29941453cba0c508	ae2f351c96d027c08fa12d6f03e8bf69ab2b52239b8b775bca7d1c48af705d76	975c166446d84ec88f2159ad29941453cba0c508	-	-
upstream-12.5.4	12.5.4	https://codeload.github.com/sysstat/sysstat/tar.gz/3aa5e0d19bab0b00acd92fff4bcfb7f92e76c33e	7ae40a3e43663b12b11ed15974aa60b9c5c54f6b432dd7f92779e17404c253d7	3aa5e0d19bab0b00acd92fff4bcfb7f92e76c33e	-	-
upstream-12.5.5	12.5.5	https://codeload.github.com/sysstat/sysstat/tar.gz/385202af01c0323540c639a6f345b267c7e4e3f8	52daaef14573d6fb64d78e9aa23184e74f665513b900e304ab36753e7232f8b6	385202af01c0323540c639a6f345b267c7e4e3f8	-	-
upstream-12.5.6	12.5.6	https://codeload.github.com/sysstat/sysstat/tar.gz/6e3e3f443615b2b4381f37424f865079320509ce	f8e7d6d0d706179ca6cf7220d5170ebef1834ecdb6eba1872215655123cde1ef	6e3e3f443615b2b4381f37424f865079320509ce	-	-
upstream-12.6.0	12.6.0	https://codeload.github.com/sysstat/sysstat/tar.gz/ea5d6ce7567e1f39a45db01b87fcd5c34d985bab	3870fa09e492661fcf3422380144b395589d86a8f5566a0e689b6b4e6d824d70	ea5d6ce7567e1f39a45db01b87fcd5c34d985bab	-	-
upstream-12.6.1	12.6.1	https://codeload.github.com/sysstat/sysstat/tar.gz/93c8e59b4cbfc3c848a94784fa1a249ca7c426c0	6f158c79afe43c3de9b860e0d5e351d71e5d113f649476595e403443051fd68e	93c8e59b4cbfc3c848a94784fa1a249ca7c426c0	-	-
upstream-12.6.2	12.6.2	https://codeload.github.com/sysstat/sysstat/tar.gz/a073cef8b38cab0840930fc53f81440718efb010	5ecee9be00d649d3bf28462444373a71b72ce16b45fc0acf400f9bcf2033e29a	a073cef8b38cab0840930fc53f81440718efb010	-	-
upstream-12.7.1	12.7.1	https://codeload.github.com/sysstat/sysstat/tar.gz/076313903801533470fad5199443bc387cd66f10	dddc6274290d09794a3b95c9f2662484709d23effc4a0966e305b1b5262f62e9	076313903801533470fad5199443bc387cd66f10	-	-
upstream-12.7.2	12.7.2	https://codeload.github.com/sysstat/sysstat/tar.gz/ac1df71ca252c158e8d418ded93e5ed52f5e8765	f2bfafa0440d8b3dcbe31a084fc022798bfc4c6a35ff143188d193a2f97e41d4	ac1df71ca252c158e8d418ded93e5ed52f5e8765	-	-
upstream-12.7.3	12.7.3	https://codeload.github.com/sysstat/sysstat/tar.gz/be014b5ba1182fb8f6882f209dea5afc8afe9157	de89bbbca4b5fec0173088ad58e7444304f89ac11150d86197a541288004c188	be014b5ba1182fb8f6882f209dea5afc8afe9157	-	-
upstream-12.7.4	12.7.4	https://codeload.github.com/sysstat/sysstat/tar.gz/1df0d61306ae826c896a5cf6f665d58c671c0498	3ee47170fa89abb5cc9540d3180efbafd7c91e6e2b3be06ca490e1c35306ce87	1df0d61306ae826c896a5cf6f665d58c671c0498	-	-
upstream-12.7.5	12.7.5	https://codeload.github.com/sysstat/sysstat/tar.gz/2d7682f26f42cef9127b123e319349b330c4ab8f	06f5a79ac986235b48cf0d6d3739e29396f13539fb29cae29436434ededeb47b	2d7682f26f42cef9127b123e319349b330c4ab8f	-	-
upstream-12.7.6	12.7.6	https://codeload.github.com/sysstat/sysstat/tar.gz/3e3ec9b2c69940503723e3c2ffc1965a8a3484e3	c3f0f4bd6cf1419d232463ba2aaeeadd3c4f81254ab101daa38df876f1b1cda1	3e3ec9b2c69940503723e3c2ffc1965a8a3484e3	-	-
upstream-12.7.7	12.7.7	https://codeload.github.com/sysstat/sysstat/tar.gz/dac10e13c70d1102aa3beea10135a3ed60520c36	7ffd1ec35ff32984d48fa2ff2203ec8e45536d12a80619d0cf55ca28d9ca3ffc	dac10e13c70d1102aa3beea10135a3ed60520c36	-	-
upstream-12.7.8	12.7.8	https://codeload.github.com/sysstat/sysstat/tar.gz/5841596edf7f5e53288cb56400e0c0c1da5f2415	eb01258d4f3f6554ec82f7244944a123b4348b9cf0a23489374e3f24dd359f44	5841596edf7f5e53288cb56400e0c0c1da5f2415	-	-
upstream-12.7.9	12.7.9	https://codeload.github.com/sysstat/sysstat/tar.gz/b8f987807e7c7ba5c1b2ca8b7b1e9d80e61bce6c	5e8daaa6eea6e7828746ccb5a724737ab53a0fa11055098d7d19e74c146d15ff	b8f987807e7c7ba5c1b2ca8b7b1e9d80e61bce6c	-	-
upstream-12.8.0	12.8.0	https://codeload.github.com/sysstat/sysstat/tar.gz/ffabe8175aa9a7aa056380c66ed3648e50c1967d	dc3145effd15a24ceae54a2dea6399a0c96f1773bbed764ec7ed3a741fd0279d	ffabe8175aa9a7aa056380c66ed3648e50c1967d	-	-
